Accident ID,Timestamp,Velocity (m/s),Speed (m/s),Speed (km/h),Impact Force (N),Vibration (Hz),Pressure (Pa),Temperature (Â°C),G-Force (g),Impact Force Percentage (%),Impact Force Classification
A0954,2024-09-25 04:39:54,19.11100994,19.11100994,68.7996358,286665.1492,302.9443715,104581.7781,24.09648421,19.48115183,47.83059306,2
A0955,2024-09-25 04:39:55,19.22600339,19.22600339,69.21361219,288390.0508,403.5039586,98142.7581,26.5192556,19.59837246,48.11839599,2
A0956,2024-09-25 04:39:56,26.33712371,26.33712371,94.81364535,395056.8556,94.12068467,95348.64081,15.43462587,26.8472209,65.91594323,3
A0957,2024-09-25 04:39:57,30.7837937,30.7837937,110.8216573,461756.9055,205.0818775,95407.42633,29.19044041,31.38001397,77.0449659,4
A0958,2024-09-25 04:39:58,10.29964556,10.29964556,37.07872402,154494.6834,114.2508338,102197.1108,23.64240131,10.49912901,25.77771436,2
A0959,2024-09-25 04:39:59,12.04603823,12.04603823,43.36573761,180690.5734,221.366443,102643.1551,15.83693243,12.2793458,30.14854547,2
A0960,2024-09-25 04:40:00,22.73178723,22.73178723,81.83443403,340976.8084,267.3542633,99764.54741,27.88184101,23.1720563,56.89259059,3
A0961,2024-09-25 04:40:01,36.59563271,36.59563271,131.7442778,548934.4907,48.58767727,103639.7428,19.27878018,37.30441663,91.59070197,4
A0962,2024-09-25 04:40:02,21.83790927,21.83790927,78.61647337,327568.639,258.7812995,96826.29953,28.27661637,22.26086572,54.65541353,3
A0963,2024-09-25 04:40:03,23.12722451,23.12722451,83.25800822,346908.3676,210.9192613,99247.028,29.85904966,23.5751524,57.88228185,3
A0964,2024-09-25 04:40:04,33.83442508,33.83442508,121.8039303,507516.3762,58.94788898,100940.4368,22.83601354,34.48972995,84.68001546,4
A0965,2024-09-25 04:40:05,33.38216705,33.38216705,120.1758014,500732.5058,407.8748006,96645.89764,27.74238462,34.02871259,83.54811454,4
A0966,2024-09-25 04:40:06,37.72465631,37.72465631,135.8087627,565869.8446,5.978825805,100704.3556,25.7040229,38.45530715,94.41639608,4
A0967,2024-09-25 04:40:07,27.7752696,27.7752696,99.99097056,416629.044,213.4690857,96878.84868,18.57173613,28.3132208,69.51530146,3
A0968,2024-09-25 04:40:08,15.71865037,15.71865037,56.58714132,235779.7555,232.9071914,98462.11677,22.16866528,16.02308906,39.34027408,2
A0969,2024-09-25 04:40:09,39.18608552,39.18608552,141.0699079,587791.2828,227.5852912,104613.8837,19.90777404,39.9450413,98.07402726,4
A0970,2024-09-25 04:40:10,16.31939133,16.31939133,58.74980879,244790.8699,108.9789793,95204.76218,15.7681904,16.63546517,40.84379465,2
A0971,2024-09-25 04:40:11,26.55478621,26.55478621,95.59723036,398321.7932,420.615624,98996.52678,25.65509046,27.06909909,66.4607039,3
A0972,2024-09-25 04:40:12,38.57485568,38.57485568,138.8694805,578622.8352,389.9207956,95531.126,19.77474638,39.32197317,96.54425538,4
A0973,2024-09-25 04:40:13,26.09173611,26.09173611,93.93024998,391376.0416,148.2769926,100732.7684,21.06208988,26.59708064,65.30179282,3
A0974,2024-09-25 04:40:14,20.31082399,20.31082399,73.11896635,304662.3598,168.2533637,99558.60622,17.05756341,20.70420386,50.83345986,3
A0975,2024-09-25 04:40:15,22.02484329,22.02484329,79.28943583,330372.6493,492.7280321,97019.56893,20.6436083,22.45142027,55.12326766,3
A0976,2024-09-25 04:40:16,36.78824998,36.78824998,132.4376999,551823.7498,443.3852563,104455.8729,29.02970772,37.50076451,92.07278001,4
A0977,2024-09-25 04:40:17,34.82846927,34.82846927,125.3824894,522427.039,62.04844005,98096.35132,25.47642361,35.50302678,87.16788623,4
A0978,2024-09-25 04:40:18,28.35103634,28.35103634,102.0637308,425265.5451,424.5954342,101833.5762,29.68130921,28.90013898,70.95631712,3
A0979,2024-09-25 04:40:19,34.33617093,34.33617093,123.6102153,515042.564,87.79570585,98485.61681,17.00110422,35.00119361,85.93577335,4
A0980,2024-09-25 04:40:20,31.46831028,31.46831028,113.285917,472024.6542,406.9378516,100454.8807,27.80784723,32.07778826,78.75815814,4
A0981,2024-09-25 04:40:21,29.35345039,29.35345039,105.6724214,440301.7558,424.9582596,100214.4815,27.11126219,29.92196778,73.46513578,3
A0982,2024-09-25 04:40:22,32.19727682,32.19727682,115.9101965,482959.1522,118.9055926,99605.84355,22.79399432,32.82087341,80.5825987,4
A0983,2024-09-25 04:40:23,21.09418112,21.09418112,75.93905203,316412.7168,154.4628721,103999.2819,27.90746117,21.50273305,52.79402795,3
A0984,2024-09-25 04:40:24,18.15273544,18.15273544,65.3498476,272291.0317,116.3814411,95861.79091,29.94399795,18.50431748,45.43224584,2
A0985,2024-09-25 04:40:25,26.88425895,26.88425895,96.7833322,403263.8842,188.2706067,98170.2406,26.61614848,27.40495305,67.28530063,3
A0986,2024-09-25 04:40:26,17.46675997,17.46675997,62.88033588,262001.3995,388.2659304,100343.2165,23.6461817,17.80505603,43.7154023,2
A0987,2024-09-25 04:40:27,37.90929349,37.90929349,136.4734566,568639.4023,422.7587406,104758.9384,23.13984704,38.64352037,94.87850173,4
A0988,2024-09-25 04:40:28,15.386201,15.386201,55.39032361,230793.015,342.9822253,98146.96727,25.35524892,15.68420082,38.50822751,2
A0989,2024-09-25 04:40:29,32.73045164,32.73045164,117.8296259,490956.7745,199.2937861,103579.5678,20.82593866,33.36437476,81.91701629,4
A0990,2024-09-25 04:40:30,17.57153344,17.57153344,63.25752039,263573.0016,441.2730674,95289.11115,16.26462196,17.91185876,43.97762693,2
A0991,2024-09-25 04:40:31,19.11382495,19.11382495,68.80976981,286707.3742,158.1059617,102331.3879,27.9439835,19.48402135,47.83763838,2
A0992,2024-09-25 04:40:32,39.45823635,39.45823635,142.0496508,591873.5452,412.5909017,95321.18278,28.13515155,40.22246315,98.75516004,4
A0993,2024-09-25 04:40:33,18.9702398,18.9702398,68.29286327,284553.597,12.18381085,98512.26446,16.68852036,19.33765525,47.4782768,2
A0994,2024-09-25 04:40:34,11.83866295,11.83866295,42.61918662,177579.9443,461.4980531,99550.93305,22.71332758,12.06795408,29.62953144,2
A0995,2024-09-25 04:40:35,23.14030021,23.14030021,83.30508076,347104.5032,130.3109822,103968.6347,18.22988765,23.58848136,57.91500742,3
A0996,2024-09-25 04:40:36,14.73347948,14.73347948,53.04052615,221002.1923,334.9875515,96222.6194,16.37111477,15.0188374,36.87461122,2
A0997,2024-09-25 04:40:37,39.31925888,39.31925888,141.549332,589788.8832,219.8553358,95922.81156,19.83083873,40.08079396,98.40733046,4
A0998,2024-09-25 04:40:38,33.73552147,33.73552147,121.4478773,506032.8221,355.6937703,103385.3297,18.51128082,34.38891078,84.43248179,4
A0999,2024-09-25 04:40:39,26.92696363,26.92696363,96.93706906,403904.4544,280.3597439,102193.4484,16.76438761,27.44848484,67.39218092,3
A1000,2024-09-25 04:40:40,32.9689782,32.9689782,118.6883215,494534.673,74.13323588,97615.17293,17.16591477,33.6075211,82.51399505,4
